instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,month_name,year,temp_actual,atemp_actual,hum_actual,windspeed_actual
819,2011-02-06,1,0,2,13,0,0,0,1,0.34,0.3636,0.46,0.0,47,135,182,Spring,Clear,Sunday,Feb,2011,13.940000000000001,18.18,46.0,0.0
820,2011-02-06,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,47,114,161,Spring,Clear,Sunday,Feb,2011,13.940000000000001,17.424999999999997,46.0,6.0032
821,2011-02-06,1,0,2,15,0,0,0,1,0.34,0.3485,0.46,0.0896,52,130,182,Spring,Clear,Sunday,Feb,2011,13.940000000000001,17.424999999999997,46.0,6.0032
822,2011-02-06,1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0.1045,42,115,157,Spring,Clear,Sunday,Feb,2011,13.940000000000001,17.424999999999997,49.0,7.0015
823,2011-02-06,1,0,2,17,0,0,0,1,0.34,0.3636,0.46,0.0,24,97,121,Spring,Clear,Sunday,Feb,2011,13.940000000000001,18.18,46.0,0.0
824,2011-02-06,1,0,2,18,0,0,0,1,0.3,0.303,0.56,0.1642,13,65,78,Spring,Clear,Sunday,Feb,2011,12.299999999999999,15.15,56.00000000000001,11.0014
825,2011-02-06,1,0,2,19,0,0,0,1,0.28,0.2879,0.61,0.1343,1,20,21,Spring,Clear,Sunday,Feb,2011,11.48,14.395,61.0,8.9981
826,2011-02-06,1,0,2,20,0,0,0,1,0.28,0.2879,0.61,0.1045,5,21,26,Spring,Clear,Sunday,Feb,2011,11.48,14.395,61.0,7.0015
827,2011-02-06,1,0,2,21,0,0,0,1,0.26,0.303,0.6,0.0,5,22,27,Spring,Clear,Sunday,Feb,2011,10.66,15.15,60.0,0.0
828,2011-02-06,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0.0,5,57,62,Spring,Clear,Sunday,Feb,2011,10.66,15.15,60.0,0.0
829,2011-02-06,1,0,2,23,0,0,0,1,0.24,0.2879,0.65,0.0,4,26,30,Spring,Clear,Sunday,Feb,2011,9.84,14.395,65.0,0.0
830,2011-02-07,1,0,2,0,0,1,1,1,0.24,0.2879,0.65,0.0,1,14,15,Spring,Clear,Monday,Feb,2011,9.84,14.395,65.0,0.0
831,2011-02-07,1,0,2,1,0,1,1,1,0.22,0.2727,0.75,0.0,1,4,5,Spring,Clear,Monday,Feb,2011,9.02,13.635,75.0,0.0
832,2011-02-07,1,0,2,2,0,1,1,1,0.2,0.2576,0.8,0.0,0,3,3,Spring,Clear,Monday,Feb,2011,8.200000000000001,12.879999999999999,80.0,0.0
833,2011-02-07,1,0,2,3,0,1,1,1,0.2,0.2576,0.86,0.0,0,1,1,Spring,Clear,Monday,Feb,2011,8.200000000000001,12.879999999999999,86.0,0.0
834,2011-02-07,1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0.0,1,1,2,Spring,Clear,Monday,Feb,2011,8.200000000000001,12.879999999999999,86.0,0.0
835,2011-02-07,1,0,2,5,0,1,1,1,0.2,0.2576,0.86,0.0,1,9,10,Spring,Clear,Monday,Feb,2011,8.200000000000001,12.879999999999999,86.0,0.0
836,2011-02-07,1,0,2,6,0,1,1,1,0.18,0.2424,0.93,0.0,1,29,30,Spring,Clear,Monday,Feb,2011,7.38,12.120000000000001,93.0,0.0
837,2011-02-07,1,0,2,7,0,1,1,1,0.18,0.2424,0.86,0.0,6,89,95,Spring,Clear,Monday,Feb,2011,7.38,12.120000000000001,86.0,0.0
838,2011-02-07,1,0,2,8,0,1,1,2,0.16,0.2273,1.0,0.0,7,223,230,Spring,Mist,Monday,Feb,2011,6.5600000000000005,11.365,100.0,0.0
839,2011-02-07,1,0,2,9,0,1,1,1,0.22,0.2727,0.8,0.0,3,115,118,Spring,Clear,Monday,Feb,2011,9.02,13.635,80.0,0.0
840,2011-02-07,1,0,2,10,0,1,1,1,0.24,0.2576,0.75,0.1045,6,49,55,Spring,Clear,Monday,Feb,2011,9.84,12.879999999999999,75.0,7.0015
841,2011-02-07,1,0,2,11,0,1,1,1,0.3,0.3182,0.65,0.0896,11,36,47,Spring,Clear,Monday,Feb,2011,12.299999999999999,15.909999999999998,65.0,6.0032
842,2011-02-07,1,0,2,12,0,1,1,2,0.32,0.3485,0.62,0.0,7,59,66,Spring,Mist,Monday,Feb,2011,13.120000000000001,17.424999999999997,62.0,0.0
843,2011-02-07,1,0,2,13,0,1,1,2,0.36,0.3636,0.57,0.0896,10,54,64,Spring,Mist,Monday,Feb,2011,14.76,18.18,56.99999999999999,6.0032
844,2011-02-07,1,0,2,14,0,1,1,2,0.36,0.3636,0.57,0.0896,8,52,60,Spring,Mist,Monday,Feb,2011,14.76,18.18,56.99999999999999,6.0032
845,2011-02-07,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,4,46,50,Spring,Mist,Monday,Feb,2011,15.58,19.695,54.0,6.0032
846,2011-02-07,1,0,2,16,0,1,1,2,0.36,0.3485,0.57,0.1343,16,98,114,Spring,Mist,Monday,Feb,2011,14.76,17.424999999999997,56.99999999999999,8.9981
847,2011-02-07,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0.1642,9,207,216,Spring,Mist,Monday,Feb,2011,13.120000000000001,15.909999999999998,70.0,11.0014
848,2011-02-07,1,0,2,18,0,1,1,2,0.34,0.3333,0.66,0.1343,5,170,175,Spring,Mist,Monday,Feb,2011,13.940000000000001,16.665,66.0,8.9981
849,2011-02-07,1,0,2,19,0,1,1,2,0.32,0.3485,0.7,0.0,5,123,128,Spring,Mist,Monday,Feb,2011,13.120000000000001,17.424999999999997,70.0,0.0
850,2011-02-07,1,0,2,20,0,1,1,2,0.32,0.3333,0.7,0.1045,6,82,88,Spring,Mist,Monday,Feb,2011,13.120000000000001,16.665,70.0,7.0015
851,2011-02-07,1,0,2,21,0,1,1,1,0.32,0.3485,0.7,0.0,3,75,78,Spring,Clear,Monday,Feb,2011,13.120000000000001,17.424999999999997,70.0,0.0
852,2011-02-07,1,0,2,22,0,1,1,1,0.28,0.303,0.81,0.0896,3,34,37,Spring,Clear,Monday,Feb,2011,11.48,15.15,81.0,6.0032
853,2011-02-07,1,0,2,23,0,1,1,2,0.3,0.3333,0.81,0.0,6,19,25,Spring,Mist,Monday,Feb,2011,12.299999999999999,16.665,81.0,0.0
854,2011-02-08,1,0,2,0,0,2,1,2,0.28,0.3182,0.87,0.0,4,6,10,Spring,Mist,Tuesday,Feb,2011,11.48,15.909999999999998,87.0,0.0
855,2011-02-08,1,0,2,1,0,2,1,2,0.28,0.3182,0.87,0.0,0,4,4,Spring,Mist,Tuesday,Feb,2011,11.48,15.909999999999998,87.0,0.0
856,2011-02-08,1,0,2,2,0,2,1,2,0.26,0.2727,0.93,0.1045,1,1,2,Spring,Mist,Tuesday,Feb,2011,10.66,13.635,93.0,7.0015
857,2011-02-08,1,0,2,3,0,2,1,3,0.28,0.2727,0.93,0.1642,0,1,1,Spring,Light Rain/Snow,Tuesday,Feb,2011,11.48,13.635,93.0,11.0014
858,2011-02-08,1,0,2,4,0,2,1,1,0.26,0.2576,0.93,0.1642,0,3,3,Spring,Clear,Tuesday,Feb,2011,10.66,12.879999999999999,93.0,11.0014
859,2011-02-08,1,0,2,5,0,2,1,1,0.26,0.2273,0.81,0.3284,0,2,2,Spring,Clear,Tuesday,Feb,2011,10.66,11.365,81.0,22.0028
860,2011-02-08,1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0.3284,0,39,39,Spring,Clear,Tuesday,Feb,2011,10.66,11.365,70.0,22.0028
861,2011-02-08,1,0,2,7,0,2,1,1,0.24,0.197,0.65,0.4179,3,97,100,Spring,Clear,Tuesday,Feb,2011,9.84,9.85,65.0,27.999299999999998
862,2011-02-08,1,0,2,8,0,2,1,1,0.24,0.197,0.56,0.4925,7,236,243,Spring,Clear,Tuesday,Feb,2011,9.84,9.85,56.00000000000001,32.9975
863,2011-02-08,1,0,2,9,0,2,1,1,0.24,0.197,0.52,0.4925,7,128,135,Spring,Clear,Tuesday,Feb,2011,9.84,9.85,52.0,32.9975
864,2011-02-08,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,0.5522,4,44,48,Spring,Clear,Tuesday,Feb,2011,9.02,9.09,47.0,36.9974
865,2011-02-08,1,0,2,11,0,2,1,1,0.22,0.1818,0.47,0.4627,1,49,50,Spring,Clear,Tuesday,Feb,2011,9.02,9.09,47.0,31.0009
866,2011-02-08,1,0,2,12,0,2,1,1,0.24,0.197,0.38,0.4925,2,63,65,Spring,Clear,Tuesday,Feb,2011,9.84,9.85,38.0,32.9975
867,2011-02-08,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0.4478,2,48,50,Spring,Mist,Tuesday,Feb,2011,9.84,9.85,32.0,30.002599999999997
868,2011-02-08,1,0,2,14,0,2,1,1,0.22,0.197,0.37,0.4179,3,61,64,Spring,Clear,Tuesday,Feb,2011,9.02,9.85,37.0,27.999299999999998
869,2011-02-08,1,0,2,15,0,2,1,1,0.22,0.197,0.35,0.3881,6,45,51,Spring,Clear,Tuesday,Feb,2011,9.02,9.85,35.0,26.0027
870,2011-02-08,1,0,2,16,0,2,1,1,0.22,0.1818,0.35,0.5224,4,79,83,Spring,Clear,Tuesday,Feb,2011,9.02,9.09,35.0,35.0008
871,2011-02-08,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,4,172,176,Spring,Clear,Tuesday,Feb,2011,9.02,9.09,32.0,39.000699999999995
872,2011-02-08,1,0,2,18,0,2,1,1,0.2,0.1818,0.32,0.3881,1,151,152,Spring,Clear,Tuesday,Feb,2011,8.200000000000001,9.09,32.0,26.0027
873,2011-02-08,1,0,2,19,0,2,1,1,0.16,0.1212,0.4,0.4627,1,100,101,Spring,Clear,Tuesday,Feb,2011,6.5600000000000005,6.0600000000000005,40.0,31.0009
874,2011-02-08,1,0,2,20,0,2,1,1,0.16,0.1364,0.4,0.3284,3,53,56,Spring,Clear,Tuesday,Feb,2011,6.5600000000000005,6.819999999999999,40.0,22.0028
875,2011-02-08,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,8,46,54,Spring,Clear,Tuesday,Feb,2011,5.74,5.305,33.0,31.0009
876,2011-02-08,1,0,2,22,0,2,1,1,0.12,0.1061,0.33,0.3582,0,29,29,Spring,Clear,Tuesday,Feb,2011,4.92,5.305,33.0,23.9994
877,2011-02-08,1,0,2,23,0,2,1,1,0.12,0.1061,0.33,0.3284,3,9,12,Spring,Clear,Tuesday,Feb,2011,4.92,5.305,33.0,22.0028
878,2011-02-09,1,0,2,0,0,3,1,1,0.1,0.0758,0.36,0.3582,0,17,17,Spring,Clear,Wednesday,Feb,2011,4.1000000000000005,3.7900000000000005,36.0,23.9994
879,2011-02-09,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0.2239,0,7,7,Spring,Clear,Wednesday,Feb,2011,4.1000000000000005,5.305,36.0,15.001299999999999
880,2011-02-09,1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,1,2,3,Spring,Clear,Wednesday,Feb,2011,3.2800000000000002,3.7900000000000005,38.0,19.0012
881,2011-02-09,1,0,2,3,0,3,1,1,0.06,0.0758,0.45,0.1343,0,2,2,Spring,Clear,Wednesday,Feb,2011,2.46,3.7900000000000005,45.0,8.9981
882,2011-02-09,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0.1045,0,7,7,Spring,Clear,Wednesday,Feb,2011,2.46,5.305,45.0,7.0015
883,2011-02-09,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0.0,0,43,43,Spring,Clear,Wednesday,Feb,2011,2.46,7.575,45.0,0.0
884,2011-02-09,1,0,2,7,0,3,1,1,0.06,0.1061,0.49,0.1045,4,95,99,Spring,Clear,Wednesday,Feb,2011,2.46,5.305,49.0,7.0015
885,2011-02-09,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0.0,1,198,199,Spring,Clear,Wednesday,Feb,2011,4.1000000000000005,6.819999999999999,42.0,0.0
886,2011-02-09,1,0,2,9,0,3,1,1,0.12,0.1364,0.39,0.1642,4,119,123,Spring,Clear,Wednesday,Feb,2011,4.92,6.819999999999999,39.0,11.0014
887,2011-02-09,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0.0,8,51,59,Spring,Clear,Wednesday,Feb,2011,5.74,9.09,36.0,0.0
888,2011-02-09,1,0,2,11,0,3,1,2,0.14,0.1515,0.43,0.1642,1,40,41,Spring,Mist,Wednesday,Feb,2011,5.74,7.575,43.0,11.0014
889,2011-02-09,1,0,2,12,0,3,1,2,0.18,0.1818,0.4,0.2239,4,57,61,Spring,Mist,Wednesday,Feb,2011,7.38,9.09,40.0,15.001299999999999
890,2011-02-09,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537,2,67,69,Spring,Clear,Wednesday,Feb,2011,7.38,8.334999999999999,40.0,16.997899999999998
891,2011-02-09,1,0,2,14,0,3,1,1,0.2,0.1818,0.34,0.2985,2,56,58,Spring,Clear,Wednesday,Feb,2011,8.200000000000001,9.09,34.0,19.999499999999998
892,2011-02-09,1,0,2,15,0,3,1,2,0.2,0.1818,0.34,0.2836,3,61,64,Spring,Mist,Wednesday,Feb,2011,8.200000000000001,9.09,34.0,19.0012
893,2011-02-09,1,0,2,16,0,3,1,2,0.2,0.197,0.37,0.2537,7,72,79,Spring,Mist,Wednesday,Feb,2011,8.200000000000001,9.85,37.0,16.997899999999998
894,2011-02-09,1,0,2,17,0,3,1,2,0.2,0.197,0.34,0.2537,9,157,166,Spring,Mist,Wednesday,Feb,2011,8.200000000000001,9.85,34.0,16.997899999999998
895,2011-02-09,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,2,168,170,Spring,Mist,Wednesday,Feb,2011,7.38,8.334999999999999,47.0,19.999499999999998
896,2011-02-09,1,0,2,19,0,3,1,3,0.14,0.1212,0.86,0.2537,1,87,88,Spring,Light Rain/Snow,Wednesday,Feb,2011,5.74,6.0600000000000005,86.0,16.997899999999998
897,2011-02-09,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642,0,84,84,Spring,Light Rain/Snow,Wednesday,Feb,2011,5.74,7.575,86.0,11.0014
898,2011-02-09,1,0,2,21,0,3,1,2,0.14,0.1515,0.86,0.1642,0,83,83,Spring,Mist,Wednesday,Feb,2011,5.74,7.575,86.0,11.0014
899,2011-02-09,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0.1642,4,42,46,Spring,Light Rain/Snow,Wednesday,Feb,2011,6.5600000000000005,8.334999999999999,80.0,11.0014
900,2011-02-09,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0.194,0,37,37,Spring,Light Rain/Snow,Wednesday,Feb,2011,6.5600000000000005,7.575,80.0,12.998000000000001
901,2011-02-10,1,0,2,0,0,4,1,3,0.14,0.1364,0.86,0.194,0,16,16,Spring,Light Rain/Snow,Thursday,Feb,2011,5.74,6.819999999999999,86.0,12.998000000000001
902,2011-02-10,1,0,2,1,0,4,1,3,0.14,0.1515,0.8,0.1343,0,7,7,Spring,Light Rain/Snow,Thursday,Feb,2011,5.74,7.575,80.0,8.9981
903,2011-02-10,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,0,3,3,Spring,Light Rain/Snow,Thursday,Feb,2011,5.74,7.575,80.0,8.9981
904,2011-02-10,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0.2239,0,1,1,Spring,Mist,Thursday,Feb,2011,5.74,6.819999999999999,59.0,15.001299999999999
905,2011-02-10,1,0,2,5,0,4,1,2,0.12,0.1212,0.5,0.2239,0,6,6,Spring,Mist,Thursday,Feb,2011,4.92,6.0600000000000005,50.0,15.001299999999999
906,2011-02-10,1,0,2,6,0,4,1,2,0.12,0.1212,0.54,0.2836,0,26,26,Spring,Mist,Thursday,Feb,2011,4.92,6.0600000000000005,54.0,19.0012
907,2011-02-10,1,0,2,7,0,4,1,1,0.1,0.0758,0.5,0.4179,0,99,99,Spring,Clear,Thursday,Feb,2011,4.1000000000000005,3.7900000000000005,50.0,27.999299999999998
908,2011-02-10,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0.3284,5,173,178,Spring,Clear,Thursday,Feb,2011,4.1000000000000005,3.7900000000000005,49.0,22.0028
909,2011-02-10,1,0,2,9,0,4,1,1,0.12,0.1061,0.42,0.3582,1,121,122,Spring,Clear,Thursday,Feb,2011,4.92,5.305,42.0,23.9994
910,2011-02-10,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,1,34,35,Spring,Clear,Thursday,Feb,2011,4.92,5.305,42.0,19.999499999999998
911,2011-02-10,1,0,2,11,0,4,1,1,0.14,0.1212,0.39,0.3582,1,44,45,Spring,Clear,Thursday,Feb,2011,5.74,6.0600000000000005,39.0,23.9994
912,2011-02-10,1,0,2,12,0,4,1,1,0.16,0.1364,0.34,0.3881,4,65,69,Spring,Clear,Thursday,Feb,2011,6.5600000000000005,6.819999999999999,34.0,26.0027
913,2011-02-10,1,0,2,13,0,4,1,1,0.18,0.1667,0.29,0.2985,3,59,62,Spring,Clear,Thursday,Feb,2011,7.38,8.334999999999999,28.999999999999996,19.999499999999998
914,2011-02-10,1,0,2,14,0,4,1,1,0.2,0.1818,0.27,0.2836,6,42,48,Spring,Clear,Thursday,Feb,2011,8.200000000000001,9.09,27.0,19.0012
915,2011-02-10,1,0,2,15,0,4,1,1,0.2,0.197,0.25,0.2537,0,50,50,Spring,Clear,Thursday,Feb,2011,8.200000000000001,9.85,25.0,16.997899999999998
916,2011-02-10,1,0,2,16,0,4,1,1,0.2,0.1818,0.27,0.2985,4,76,80,Spring,Clear,Thursday,Feb,2011,8.200000000000001,9.09,27.0,19.999499999999998
917,2011-02-10,1,0,2,17,0,4,1,1,0.18,0.1818,0.26,0.194,6,159,165,Spring,Clear,Thursday,Feb,2011,7.38,9.09,26.0,12.998000000000001
918,2011-02-10,1,0,2,18,0,4,1,1,0.16,0.1818,0.28,0.1343,3,157,160,Spring,Clear,Thursday,Feb,2011,6.5600000000000005,9.09,28.000000000000004,8.9981
919,2011-02-10,1,0,2,19,0,4,1,1,0.14,0.1667,0.28,0.1045,2,110,112,Spring,Clear,Thursday,Feb,2011,5.74,8.334999999999999,28.000000000000004,7.0015
920,2011-02-10,1,0,2,20,0,4,1,1,0.14,0.1818,0.31,0.0896,4,93,97,Spring,Clear,Thursday,Feb,2011,5.74,9.09,31.0,6.0032
921,2011-02-10,1,0,2,21,0,4,1,1,0.14,0.2121,0.39,0.0,2,70,72,Spring,Clear,Thursday,Feb,2011,5.74,10.605,39.0,0.0
922,2011-02-10,1,0,2,22,0,4,1,1,0.12,0.197,0.39,0.0,4,47,51,Spring,Clear,Thursday,Feb,2011,4.92,9.85,39.0,0.0
923,2011-02-10,1,0,2,23,0,4,1,1,0.12,0.1515,0.42,0.1045,1,33,34,Spring,Clear,Thursday,Feb,2011,4.92,7.575,42.0,7.0015
924,2011-02-11,1,0,2,0,0,5,1,1,0.1,0.1364,0.49,0.1045,2,12,14,Spring,Clear,Friday,Feb,2011,4.1000000000000005,6.819999999999999,49.0,7.0015
925,2011-02-11,1,0,2,1,0,5,1,1,0.1,0.1364,0.54,0.0896,1,6,7,Spring,Clear,Friday,Feb,2011,4.1000000000000005,6.819999999999999,54.0,6.0032
926,2011-02-11,1,0,2,2,0,5,1,1,0.1,0.1364,0.54,0.0896,0,3,3,Spring,Clear,Friday,Feb,2011,4.1000000000000005,6.819999999999999,54.0,6.0032
927,2011-02-11,1,0,2,5,0,5,1,1,0.08,0.1212,0.63,0.0896,0,4,4,Spring,Clear,Friday,Feb,2011,3.2800000000000002,6.0600000000000005,63.0,6.0032
928,2011-02-11,1,0,2,6,0,5,1,1,0.1,0.1818,0.68,0.0,1,23,24,Spring,Clear,Friday,Feb,2011,4.1000000000000005,9.09,68.0,0.0
929,2011-02-11,1,0,2,7,0,5,1,1,0.08,0.1667,0.73,0.0,1,73,74,Spring,Clear,Friday,Feb,2011,3.2800000000000002,8.334999999999999,73.0,0.0
930,2011-02-11,1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0.1642,4,212,216,Spring,Clear,Friday,Feb,2011,4.1000000000000005,6.0600000000000005,74.0,11.0014
931,2011-02-11,1,0,2,9,0,5,1,1,0.12,0.1212,0.74,0.2239,8,132,140,Spring,Clear,Friday,Feb,2011,4.92,6.0600000000000005,74.0,15.001299999999999
932,2011-02-11,1,0,2,10,0,5,1,1,0.14,0.1364,0.69,0.194,5,39,44,Spring,Clear,Friday,Feb,2011,5.74,6.819999999999999,69.0,12.998000000000001
933,2011-02-11,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0.1343,12,52,64,Spring,Clear,Friday,Feb,2011,9.02,11.365,47.0,8.9981
934,2011-02-11,1,0,2,12,0,5,1,1,0.22,0.2273,0.47,0.1343,7,64,71,Spring,Clear,Friday,Feb,2011,9.02,11.365,47.0,8.9981
935,2011-02-11,1,0,2,13,0,5,1,1,0.24,0.2273,0.35,0.194,21,89,110,Spring,Clear,Friday,Feb,2011,9.84,11.365,35.0,12.998000000000001
936,2011-02-11,1,0,2,14,0,5,1,1,0.3,0.2879,0.26,0.2537,17,67,84,Spring,Clear,Friday,Feb,2011,12.299999999999999,14.395,26.0,16.997899999999998
937,2011-02-11,1,0,2,15,0,5,1,1,0.32,0.3182,0.21,0.1642,12,62,74,Spring,Clear,Friday,Feb,2011,13.120000000000001,15.909999999999998,21.0,11.0014
938,2011-02-11,1,0,2,16,0,5,1,1,0.3,0.2879,0.28,0.194,14,111,125,Spring,Clear,Friday,Feb,2011,12.299999999999999,14.395,28.000000000000004,12.998000000000001
939,2011-02-11,1,0,2,17,0,5,1,1,0.3,0.3333,0.24,0.0,18,193,211,Spring,Clear,Friday,Feb,2011,12.299999999999999,16.665,24.0,0.0
940,2011-02-11,1,0,2,18,0,5,1,1,0.28,0.3182,0.28,0.0,9,165,174,Spring,Clear,Friday,Feb,2011,11.48,15.909999999999998,28.000000000000004,0.0
941,2011-02-11,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0.0,7,94,101,Spring,Clear,Friday,Feb,2011,10.66,15.15,33.0,0.0
942,2011-02-11,1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0.1343,2,61,63,Spring,Clear,Friday,Feb,2011,9.02,11.365,55.00000000000001,8.9981
943,2011-02-11,1,0,2,21,0,5,1,1,0.2,0.2121,0.59,0.1343,1,46,47,Spring,Clear,Friday,Feb,2011,8.200000000000001,10.605,59.0,8.9981
944,2011-02-11,1,0,2,22,0,5,1,1,0.2,0.2273,0.64,0.0896,2,41,43,Spring,Clear,Friday,Feb,2011,8.200000000000001,11.365,64.0,6.0032
945,2011-02-11,1,0,2,23,0,5,1,1,0.18,0.2424,0.69,0.0,5,48,53,Spring,Clear,Friday,Feb,2011,7.38,12.120000000000001,69.0,0.0
946,2011-02-12,1,0,2,0,0,6,0,1,0.16,0.197,0.69,0.0896,3,27,30,Spring,Clear,Saturday,Feb,2011,6.5600000000000005,9.85,69.0,6.0032
947,2011-02-12,1,0,2,1,0,6,0,1,0.14,0.2121,0.86,0.0,2,22,24,Spring,Clear,Saturday,Feb,2011,5.74,10.605,86.0,0.0
948,2011-02-12,1,0,2,2,0,6,0,1,0.14,0.2121,0.8,0.0,2,13,15,Spring,Clear,Saturday,Feb,2011,5.74,10.605,80.0,0.0
949,2011-02-12,1,0,2,3,0,6,0,1,0.12,0.197,0.8,0.0,3,7,10,Spring,Clear,Saturday,Feb,2011,4.92,9.85,80.0,0.0
950,2011-02-12,1,0,2,4,0,6,0,1,0.12,0.1667,0.74,0.0896,0,4,4,Spring,Clear,Saturday,Feb,2011,4.92,8.334999999999999,74.0,6.0032
951,2011-02-12,1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0.0896,0,1,1,Spring,Clear,Saturday,Feb,2011,4.92,8.334999999999999,74.0,6.0032
952,2011-02-12,1,0,2,6,0,6,0,1,0.12,0.1364,0.93,0.194,1,1,2,Spring,Clear,Saturday,Feb,2011,4.92,6.819999999999999,93.0,12.998000000000001
953,2011-02-12,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9,11,Spring,Clear,Saturday,Feb,2011,4.92,7.575,80.0,7.0015
954,2011-02-12,1,0,2,8,0,6,0,1,0.14,0.1515,0.86,0.1343,2,28,30,Spring,Clear,Saturday,Feb,2011,5.74,7.575,86.0,8.9981
955,2011-02-12,1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0.1343,5,38,43,Spring,Clear,Saturday,Feb,2011,6.5600000000000005,9.09,64.0,8.9981
956,2011-02-12,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,13,71,84,Spring,Clear,Saturday,Feb,2011,9.02,10.605,41.0,16.997899999999998
957,2011-02-12,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0.3284,30,84,114,Spring,Clear,Saturday,Feb,2011,12.299999999999999,13.635,28.000000000000004,22.0028
958,2011-02-12,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,27,93,120,Spring,Clear,Saturday,Feb,2011,12.299999999999999,13.635,39.0,31.0009
959,2011-02-12,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,32,103,135,Spring,Clear,Saturday,Feb,2011,12.299999999999999,13.635,39.0,27.999299999999998
960,2011-02-12,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0.2836,30,90,120,Spring,Clear,Saturday,Feb,2011,13.940000000000001,15.909999999999998,31.0,19.0012
961,2011-02-12,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,47,127,174,Spring,Clear,Saturday,Feb,2011,13.940000000000001,15.15,28.999999999999996,27.999299999999998
962,2011-02-12,1,0,2,16,0,6,0,1,0.34,0.303,0.29,0.4179,42,103,145,Spring,Clear,Saturday,Feb,2011,13.940000000000001,15.15,28.999999999999996,27.999299999999998
963,2011-02-12,1,0,2,17,0,6,0,1,0.32,0.2879,0.31,0.5224,24,113,137,Spring,Clear,Saturday,Feb,2011,13.120000000000001,14.395,31.0,35.0008
964,2011-02-12,1,0,2,18,0,6,0,1,0.28,0.2576,0.38,0.3284,4,60,64,Spring,Clear,Saturday,Feb,2011,11.48,12.879999999999999,38.0,22.0028
965,2011-02-12,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,2,39,41,Spring,Clear,Saturday,Feb,2011,11.48,13.635,38.0,11.0014
966,2011-02-12,1,0,2,20,0,6,0,1,0.26,0.2576,0.41,0.2239,1,39,40,Spring,Clear,Saturday,Feb,2011,10.66,12.879999999999999,41.0,15.001299999999999
967,2011-02-12,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0.0,9,42,51,Spring,Clear,Saturday,Feb,2011,10.66,15.15,41.0,0.0
968,2011-02-12,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,6,39,45,Spring,Clear,Saturday,Feb,2011,9.84,12.879999999999999,44.0,6.0032
969,2011-02-12,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343,1,31,32,Spring,Clear,Saturday,Feb,2011,9.02,11.365,51.0,8.9981
970,2011-02-13,1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39,Spring,Clear,Sunday,Feb,2011,8.200000000000001,11.365,64.0,7.0015
971,2011-02-13,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,1,23,24,Spring,Clear,Sunday,Feb,2011,8.200000000000001,11.365,59.0,6.0032
972,2011-02-13,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896,1,19,20,Spring,Mist,Sunday,Feb,2011,8.200000000000001,11.365,75.0,6.0032
